x_1,y_1,width_1,height_1,filepath_1,subject_name_1,x_2,y_2,width_2,height_2,filepath_2,subject_name_2,label,gender_1,gender_2,skin_tone_1,skin_tone_2,nb_women
162,84,80,80,/dataset/YouTubeFaces/frame_images_DB/Lou_Lang/0/0.585.jpg,Lou_Lang,219,70,42,42,/dataset/YouTubeFaces/frame_images_DB/Lou_Lang/1/1.996.jpg,Lou_Lang,1,M,M,#81654F,#6F503C,0
151,85,57,57,/dataset/YouTubeFaces/frame_images_DB/Mark_Foley/1/1.967.jpg,Mark_Foley,239,116,169,169,/dataset/YouTubeFaces/frame_images_DB/Mark_Foley/4/4.532.jpg,Mark_Foley,1,M,M,#81654F,#81654F,0
156,100,170,170,/dataset/YouTubeFaces/frame_images_DB/Chris_Noth/1/1.1509.jpg,Chris_Noth,187,114,104,104,/dataset/YouTubeFaces/frame_images_DB/Chris_Noth/3/3.287.jpg,Chris_Noth,1,M,M,#6F503C,#9D7A54,0
197,78,86,86,/dataset/YouTubeFaces/frame_images_DB/Craig_David/2/2.335.jpg,Craig_David,263,133,87,87,/dataset/YouTubeFaces/frame_images_DB/Craig_David/5/5.712.jpg,Craig_David,1,M,M,#6F503C,#6F503C,0
240,158,76,76,/dataset/YouTubeFaces/frame_images_DB/Mario_Lobo_Zagallo/1/1.383.jpg,Mario_Lobo_Zagallo,210,123,187,187,/dataset/YouTubeFaces/frame_images_DB/Mario_Lobo_Zagallo/5/5.878.jpg,Mario_Lobo_Zagallo,1,M,M,#81654F,#6F503C,0
161,95,93,93,/dataset/YouTubeFaces/frame_images_DB/Chris_Dodd/2/2.1141.jpg,Chris_Dodd,167,93,94,94,/dataset/YouTubeFaces/frame_images_DB/Chris_Dodd/3/3.1263.jpg,Chris_Dodd,1,M,M,#6F503C,#81654F,0
149,109,88,88,/dataset/YouTubeFaces/frame_images_DB/Robbie_Coltrane/1/1.2664.jpg,Robbie_Coltrane,136,94,145,145,/dataset/YouTubeFaces/frame_images_DB/Robbie_Coltrane/5/5.5813.jpg,Robbie_Coltrane,1,M,M,#9D7A54,#BEA07E,0
145,101,72,72,/dataset/YouTubeFaces/frame_images_DB/Celso_Lafer/0/0.805.jpg,Celso_Lafer,77,60,65,65,/dataset/YouTubeFaces/frame_images_DB/Celso_Lafer/2/2.1892.jpg,Celso_Lafer,1,M,M,#81654F,#81654F,0
303,123,113,113,/dataset/YouTubeFaces/frame_images_DB/Liu_Ye/2/2.813.jpg,Liu_Ye,134,127,73,73,/dataset/YouTubeFaces/frame_images_DB/Liu_Ye/3/3.3939.jpg,Liu_Ye,1,M,M,#9D7A54,#513B2E,0
198,145,95,95,/dataset/YouTubeFaces/frame_images_DB/Gerard_de_Cortanze/0/0.60.jpg,Gerard_de_Cortanze,210,138,69,69,/dataset/YouTubeFaces/frame_images_DB/Gerard_de_Cortanze/1/1.86.jpg,Gerard_de_Cortanze,1,M,M,#6F503C,#6F503C,0
251,111,85,85,/dataset/YouTubeFaces/frame_images_DB/Mark_Dacey/1/1.2875.jpg,Mark_Dacey,164,72,60,60,/dataset/YouTubeFaces/frame_images_DB/Mark_Dacey/3/3.569.jpg,Mark_Dacey,1,M,M,#6F503C,#81654F,0
208,117,60,60,/dataset/YouTubeFaces/frame_images_DB/Tom_Crean/2/2.222.jpg,Tom_Crean,228,104,85,85,/dataset/YouTubeFaces/frame_images_DB/Tom_Crean/5/5.1046.jpg,Tom_Crean,1,M,M,#BEA07E,#81654F,0
219,95,102,102,/dataset/YouTubeFaces/frame_images_DB/Tavis_Smiley/0/0.280.jpg,Tavis_Smiley,245,96,86,86,/dataset/YouTubeFaces/frame_images_DB/Tavis_Smiley/5/5.459.jpg,Tavis_Smiley,1,M,M,#81654F,#6F503C,0
320,187,35,35,/dataset/YouTubeFaces/frame_images_DB/Pascal_Lamy/1/1.378.jpg,Pascal_Lamy,157,105,50,50,/dataset/YouTubeFaces/frame_images_DB/Pascal_Lamy/5/5.1821.jpg,Pascal_Lamy,1,M,M,#BEA07E,#6F503C,0
297,127,81,81,/dataset/YouTubeFaces/frame_images_DB/Pat_Riley/3/3.1506.jpg,Pat_Riley,242,158,173,173,/dataset/YouTubeFaces/frame_images_DB/Pat_Riley/5/5.1283.jpg,Pat_Riley,1,M,M,#6F503C,#6F503C,0
125,91,63,63,/dataset/YouTubeFaces/frame_images_DB/Edward_Norton/3/3.757.jpg,Edward_Norton,153,90,85,85,/dataset/YouTubeFaces/frame_images_DB/Edward_Norton/5/5.2828.jpg,Edward_Norton,1,M,M,#81654F,#9D7A54,0
245,65,66,66,/dataset/YouTubeFaces/frame_images_DB/Jake_Plummer/4/4.4563.jpg,Jake_Plummer,166,110,73,73,/dataset/YouTubeFaces/frame_images_DB/Jake_Plummer/5/5.3104.jpg,Jake_Plummer,1,M,M,#81654F,#81654F,0
107,73,57,57,/dataset/YouTubeFaces/frame_images_DB/Baburam_Bhattari/0/0.1640.jpg,Baburam_Bhattari,130,82,78,78,/dataset/YouTubeFaces/frame_images_DB/Baburam_Bhattari/2/2.1135.jpg,Baburam_Bhattari,1,M,M,#6F503C,#6F503C,0
154,91,51,51,/dataset/YouTubeFaces/frame_images_DB/Saied_Hadi_al_Mudarissi/1/1.1270.jpg,Saied_Hadi_al_Mudarissi,164,88,54,54,/dataset/YouTubeFaces/frame_images_DB/Saied_Hadi_al_Mudarissi/3/3.172.jpg,Saied_Hadi_al_Mudarissi,1,M,M,#81654F,#81654F,0
216,144,126,126,/dataset/YouTubeFaces/frame_images_DB/Dai_Bachtiar/1/1.283.jpg,Dai_Bachtiar,213,151,129,129,/dataset/YouTubeFaces/frame_images_DB/Dai_Bachtiar/2/2.1581.jpg,Dai_Bachtiar,1,M,M,#81654F,#81654F,0
121,92,102,102,/dataset/YouTubeFaces/frame_images_DB/Recep_Tayyip_Erdogan/0/0.669.jpg,Recep_Tayyip_Erdogan,112,74,81,81,/dataset/YouTubeFaces/frame_images_DB/Recep_Tayyip_Erdogan/2/2.33.jpg,Recep_Tayyip_Erdogan,1,M,M,#6F503C,#6F503C,0
102,99,86,86,/dataset/YouTubeFaces/frame_images_DB/Keith_Tyson/1/1.4764.jpg,Keith_Tyson,321,87,91,91,/dataset/YouTubeFaces/frame_images_DB/Keith_Tyson/2/2.2180.jpg,Keith_Tyson,1,M,M,#9D7A54,#81654F,0
138,136,197,197,/dataset/YouTubeFaces/frame_images_DB/Barry_Alvarez/2/2.315.jpg,Barry_Alvarez,250,90,130,130,/dataset/YouTubeFaces/frame_images_DB/Barry_Alvarez/3/3.1525.jpg,Barry_Alvarez,1,M,M,#81654F,#6F503C,0
147,88,90,90,/dataset/YouTubeFaces/frame_images_DB/Phil_Gramm/1/1.114.jpg,Phil_Gramm,286,146,116,116,/dataset/YouTubeFaces/frame_images_DB/Phil_Gramm/4/4.560.jpg,Phil_Gramm,1,M,M,#81654F,#6F503C,0
184,165,39,39,/dataset/YouTubeFaces/frame_images_DB/Paul_Wilson/0/0.128.jpg,Paul_Wilson,219,104,125,125,/dataset/YouTubeFaces/frame_images_DB/Paul_Wilson/4/4.200.jpg,Paul_Wilson,1,M,M,#81654F,#81654F,0
294,65,64,64,/dataset/YouTubeFaces/frame_images_DB/Rick_Romley/0/0.2154.jpg,Rick_Romley,234,102,83,83,/dataset/YouTubeFaces/frame_images_DB/Rick_Romley/4/4.693.jpg,Rick_Romley,1,M,M,#81654F,#9D7A54,0
188,81,74,74,/dataset/YouTubeFaces/frame_images_DB/Zoran_Djindjic/1/1.188.jpg,Zoran_Djindjic,119,70,59,59,/dataset/YouTubeFaces/frame_images_DB/Zoran_Djindjic/2/2.2148.jpg,Zoran_Djindjic,1,M,M,#6F503C,#E7C1B8,0
215,84,62,62,/dataset/YouTubeFaces/frame_images_DB/Tim_Howard/0/0.3995.jpg,Tim_Howard,308,161,184,184,/dataset/YouTubeFaces/frame_images_DB/Tim_Howard/1/1.1531.jpg,Tim_Howard,1,M,M,#81654F,#6F503C,0
203,95,44,44,/dataset/YouTubeFaces/frame_images_DB/Robbie_Coltrane/3/3.3714.jpg,Robbie_Coltrane,154,104,129,129,/dataset/YouTubeFaces/frame_images_DB/Robbie_Coltrane/5/5.5709.jpg,Robbie_Coltrane,1,M,M,#6F503C,#BEA07E,0
214,152,183,183,/dataset/YouTubeFaces/frame_images_DB/Pedro_Solbes/0/0.539.jpg,Pedro_Solbes,148,56,65,65,/dataset/YouTubeFaces/frame_images_DB/Pedro_Solbes/2/2.202.jpg,Pedro_Solbes,1,M,M,#9D7A54,#E7C1B8,0
212,140,83,83,/dataset/YouTubeFaces/frame_images_DB/James_McPherson/1/1.608.jpg,James_McPherson,162,77,75,75,/dataset/YouTubeFaces/frame_images_DB/James_McPherson/2/2.1531.jpg,James_McPherson,1,M,M,#81654F,#9D7A54,0
244,156,96,96,/dataset/YouTubeFaces/frame_images_DB/Ridley_Scott/1/1.1472.jpg,Ridley_Scott,262,132,130,130,/dataset/YouTubeFaces/frame_images_DB/Ridley_Scott/2/2.460.jpg,Ridley_Scott,1,M,M,#81654F,#6F503C,0
233,146,125,125,/dataset/YouTubeFaces/frame_images_DB/Philippe_Noiret/1/1.709.jpg,Philippe_Noiret,197,101,94,94,/dataset/YouTubeFaces/frame_images_DB/Philippe_Noiret/3/3.977.jpg,Philippe_Noiret,1,M,M,#81654F,#6F503C,0
243,175,116,116,/dataset/YouTubeFaces/frame_images_DB/Daniel_Rouse/2/2.788.jpg,Daniel_Rouse,116,79,70,70,/dataset/YouTubeFaces/frame_images_DB/Daniel_Rouse/3/3.905.jpg,Daniel_Rouse,1,M,M,#81654F,#81654F,0
163,82,59,59,/dataset/YouTubeFaces/frame_images_DB/Geoffrey_Rush/0/0.1378.jpg,Geoffrey_Rush,273,115,143,143,/dataset/YouTubeFaces/frame_images_DB/Geoffrey_Rush/2/2.169.jpg,Geoffrey_Rush,1,M,M,#81654F,#513B2E,0
194,99,42,42,/dataset/YouTubeFaces/frame_images_DB/GL_Peiris/0/0.40.jpg,GL_Peiris,243,122,50,50,/dataset/YouTubeFaces/frame_images_DB/GL_Peiris/1/1.450.jpg,GL_Peiris,1,M,M,#81654F,#81654F,0
202,89,44,44,/dataset/YouTubeFaces/frame_images_DB/Chuck_Woolery/1/1.81.jpg,Chuck_Woolery,234,76,79,79,/dataset/YouTubeFaces/frame_images_DB/Chuck_Woolery/2/2.1085.jpg,Chuck_Woolery,1,M,M,#81654F,#81654F,0
259,111,67,67,/dataset/YouTubeFaces/frame_images_DB/Prince_Felipe/3/3.793.jpg,Prince_Felipe,215,135,122,122,/dataset/YouTubeFaces/frame_images_DB/Prince_Felipe/4/4.1049.jpg,Prince_Felipe,1,M,M,#81654F,#BEA07E,0
253,120,105,105,/dataset/YouTubeFaces/frame_images_DB/Massoud_Barzani/1/1.373.jpg,Massoud_Barzani,196,46,47,47,/dataset/YouTubeFaces/frame_images_DB/Massoud_Barzani/4/4.188.jpg,Massoud_Barzani,1,M,M,#81654F,#BEA07E,0
212,66,59,59,/dataset/YouTubeFaces/frame_images_DB/Eladio_Larez/0/0.96.jpg,Eladio_Larez,212,63,35,35,/dataset/YouTubeFaces/frame_images_DB/Eladio_Larez/1/1.269.jpg,Eladio_Larez,1,M,M,#81654F,#6F503C,0
208,64,33,33,/dataset/YouTubeFaces/frame_images_DB/Eladio_Larez/1/1.255.jpg,Eladio_Larez,299,114,132,132,/dataset/YouTubeFaces/frame_images_DB/Eladio_Larez/3/3.268.jpg,Eladio_Larez,1,M,M,#6F503C,#BEA07E,0
258,60,55,55,/dataset/YouTubeFaces/frame_images_DB/Renato_Soru/4/4.185.jpg,Renato_Soru,223,62,47,47,/dataset/YouTubeFaces/frame_images_DB/Renato_Soru/5/5.1678.jpg,Renato_Soru,1,M,M,#6F503C,#9D7A54,0
193,108,91,91,/dataset/YouTubeFaces/frame_images_DB/Paul_Otellini/2/2.199.jpg,Paul_Otellini,158,76,74,74,/dataset/YouTubeFaces/frame_images_DB/Paul_Otellini/3/3.377.jpg,Paul_Otellini,1,M,M,#6F503C,#9D7A54,0
239,96,91,91,/dataset/YouTubeFaces/frame_images_DB/Mahathir_Mohamad/0/0.1253.jpg,Mahathir_Mohamad,219,150,140,140,/dataset/YouTubeFaces/frame_images_DB/Mahathir_Mohamad/3/3.247.jpg,Mahathir_Mohamad,1,M,M,#81654F,#9D7A54,0
169,88,98,98,/dataset/YouTubeFaces/frame_images_DB/Daniel_Kurtzer/2/2.120.jpg,Daniel_Kurtzer,183,82,74,74,/dataset/YouTubeFaces/frame_images_DB/Daniel_Kurtzer/3/3.673.jpg,Daniel_Kurtzer,1,M,M,#BEA07E,#E7C1B8,0
118,138,78,78,/dataset/YouTubeFaces/frame_images_DB/Ahmad_Masood/3/3.1778.jpg,Ahmad_Masood,184,156,130,130,/dataset/YouTubeFaces/frame_images_DB/Ahmad_Masood/4/4.1138.jpg,Ahmad_Masood,1,M,M,#6F503C,#81654F,0
248,178,96,96,/dataset/YouTubeFaces/frame_images_DB/Abdoulaye_Wade/0/0.31.jpg,Abdoulaye_Wade,267,111,121,121,/dataset/YouTubeFaces/frame_images_DB/Abdoulaye_Wade/1/1.301.jpg,Abdoulaye_Wade,1,M,M,#6F503C,#9D7A54,0
223,132,40,40,/dataset/YouTubeFaces/frame_images_DB/Geoff_Dixon/0/0.1392.jpg,Geoff_Dixon,148,81,77,77,/dataset/YouTubeFaces/frame_images_DB/Geoff_Dixon/1/1.141.jpg,Geoff_Dixon,1,M,M,#81654F,#9D7A54,0
131,110,145,145,/dataset/YouTubeFaces/frame_images_DB/Leuris_Pupo/0/0.1245.jpg,Leuris_Pupo,221,101,164,164,/dataset/YouTubeFaces/frame_images_DB/Leuris_Pupo/2/2.537.jpg,Leuris_Pupo,1,M,M,#9D7A54,#E5C8A6,0
145,72,56,56,/dataset/YouTubeFaces/frame_images_DB/Jan_Peter_Balkenende/1/1.476.jpg,Jan_Peter_Balkenende,160,80,106,106,/dataset/YouTubeFaces/frame_images_DB/Jan_Peter_Balkenende/2/2.158.jpg,Jan_Peter_Balkenende,1,M,M,#9D7A54,#9D7A54,0
219,117,122,122,/dataset/YouTubeFaces/frame_images_DB/Andrew_Bernard/2/2.268.jpg,Andrew_Bernard,169,75,102,102,/dataset/YouTubeFaces/frame_images_DB/Andrew_Bernard/3/3.265.jpg,Andrew_Bernard,1,M,M,#81654F,#81654F,0
228,122,137,137,/dataset/YouTubeFaces/frame_images_DB/Gene_Robinson/1/1.3159.jpg,Gene_Robinson,301,116,109,109,/dataset/YouTubeFaces/frame_images_DB/Gene_Robinson/5/5.1389.jpg,Gene_Robinson,1,M,M,#81654F,#BEA07E,0
160,111,78,78,/dataset/YouTubeFaces/frame_images_DB/George_Harrison/1/1.647.jpg,George_Harrison,175,100,117,117,/dataset/YouTubeFaces/frame_images_DB/George_Harrison/2/2.1039.jpg,George_Harrison,1,M,M,#6F503C,#6F503C,0
254,94,61,61,/dataset/YouTubeFaces/frame_images_DB/Roger_Mahony/1/1.413.jpg,Roger_Mahony,334,135,128,128,/dataset/YouTubeFaces/frame_images_DB/Roger_Mahony/5/5.1598.jpg,Roger_Mahony,1,M,M,#81654F,#81654F,0
209,93,88,88,/dataset/YouTubeFaces/frame_images_DB/Peter_OToole/0/0.1869.jpg,Peter_OToole,238,69,48,48,/dataset/YouTubeFaces/frame_images_DB/Peter_OToole/3/3.391.jpg,Peter_OToole,1,M,M,#81654F,#81654F,0
264,107,121,121,/dataset/YouTubeFaces/frame_images_DB/Francis_Collins/1/1.509.jpg,Francis_Collins,252,78,44,44,/dataset/YouTubeFaces/frame_images_DB/Francis_Collins/2/2.63.jpg,Francis_Collins,1,M,M,#81654F,#6F503C,0
152,92,145,145,/dataset/YouTubeFaces/frame_images_DB/Charles_Bronson/0/0.361.jpg,Charles_Bronson,279,139,147,147,/dataset/YouTubeFaces/frame_images_DB/Charles_Bronson/1/1.1326.jpg,Charles_Bronson,1,M,M,#513B2E,#513B2E,0
256,109,86,86,/dataset/YouTubeFaces/frame_images_DB/Aaron_Eckhart/0/0.630.jpg,Aaron_Eckhart,169,83,85,85,/dataset/YouTubeFaces/frame_images_DB/Aaron_Eckhart/1/1.219.jpg,Aaron_Eckhart,1,M,M,#6F503C,#6F503C,0
222,97,64,64,/dataset/YouTubeFaces/frame_images_DB/Wesley_Clark/3/3.527.jpg,Wesley_Clark,193,121,91,91,/dataset/YouTubeFaces/frame_images_DB/Wesley_Clark/4/4.238.jpg,Wesley_Clark,1,M,M,#9D7A54,#9D7A54,0
155,83,51,51,/dataset/YouTubeFaces/frame_images_DB/Tian_Liang/1/1.56.jpg,Tian_Liang,141,142,104,104,/dataset/YouTubeFaces/frame_images_DB/Tian_Liang/2/2.531.jpg,Tian_Liang,1,M,M,#9D7A54,#81654F,0
169,71,58,58,/dataset/YouTubeFaces/frame_images_DB/Paul_Bettany/1/1.604.jpg,Paul_Bettany,162,76,69,69,/dataset/YouTubeFaces/frame_images_DB/Paul_Bettany/2/2.648.jpg,Paul_Bettany,1,M,M,#9D7A54,#9D7A54,0
217,103,70,70,/dataset/YouTubeFaces/frame_images_DB/Pedro_Solbes/1/1.332.jpg,Pedro_Solbes,161,74,100,100,/dataset/YouTubeFaces/frame_images_DB/Pedro_Solbes/3/3.4.jpg,Pedro_Solbes,1,M,M,#6F503C,#BEA07E,0
160,117,90,90,/dataset/YouTubeFaces/frame_images_DB/Harrison_Ford/1/1.393.jpg,Harrison_Ford,211,87,56,56,/dataset/YouTubeFaces/frame_images_DB/Harrison_Ford/2/2.1268.jpg,Harrison_Ford,1,M,M,#81654F,#6F503C,0
201,152,103,103,/dataset/YouTubeFaces/frame_images_DB/Daniel_Rouse/1/1.564.jpg,Daniel_Rouse,111,69,68,68,/dataset/YouTubeFaces/frame_images_DB/Daniel_Rouse/3/3.746.jpg,Daniel_Rouse,1,M,M,#81654F,#81654F,0
279,139,140,140,/dataset/YouTubeFaces/frame_images_DB/Charles_Bronson/1/1.1346.jpg,Charles_Bronson,220,111,80,80,/dataset/YouTubeFaces/frame_images_DB/Charles_Bronson/5/5.529.jpg,Charles_Bronson,1,M,M,#513B2E,#6F503C,0
164,110,104,104,/dataset/YouTubeFaces/frame_images_DB/Dai_Bachtiar/0/0.668.jpg,Dai_Bachtiar,254,148,132,132,/dataset/YouTubeFaces/frame_images_DB/Dai_Bachtiar/1/1.553.jpg,Dai_Bachtiar,1,M,M,#6F503C,#81654F,0
171,144,138,138,/dataset/YouTubeFaces/frame_images_DB/Sam_Torrance/1/1.2100.jpg,Sam_Torrance,187,84,65,65,/dataset/YouTubeFaces/frame_images_DB/Sam_Torrance/3/3.282.jpg,Sam_Torrance,1,M,M,#9D7A54,#9D7A54,0
240,115,111,111,/dataset/YouTubeFaces/frame_images_DB/Frank_Abagnale_Jr/2/2.1299.jpg,Frank_Abagnale_Jr,157,85,63,63,/dataset/YouTubeFaces/frame_images_DB/Frank_Abagnale_Jr/4/4.1710.jpg,Frank_Abagnale_Jr,1,M,M,#81654F,#81654F,0
299,165,148,148,/dataset/YouTubeFaces/frame_images_DB/Jake_Gyllenhaal/4/4.1861.jpg,Jake_Gyllenhaal,174,94,78,78,/dataset/YouTubeFaces/frame_images_DB/Matt_Damon/1/1.1475.jpg,Matt_Damon,0,M,M,#81654F,#81654F,0
184,71,57,57,/dataset/YouTubeFaces/frame_images_DB/Manuel_Pellegrini/3/3.2321.jpg,Manuel_Pellegrini,158,72,54,54,/dataset/YouTubeFaces/frame_images_DB/Oliver_Phelps/2/2.314.jpg,Oliver_Phelps,0,M,M,#6F503C,#81654F,0
284,158,140,140,/dataset/YouTubeFaces/frame_images_DB/Eduardo_Duhalde/1/1.264.jpg,Eduardo_Duhalde,221,66,80,80,/dataset/YouTubeFaces/frame_images_DB/Leland_Chapman/4/4.331.jpg,Leland_Chapman,0,M,M,#9D7A54,#81654F,0
274,149,135,135,/dataset/YouTubeFaces/frame_images_DB/Ben_Curtis/0/0.1294.jpg,Ben_Curtis,147,98,83,83,/dataset/YouTubeFaces/frame_images_DB/George_Allen/2/2.885.jpg,George_Allen,0,M,M,#81654F,#9D7A54,0
269,135,132,132,/dataset/YouTubeFaces/frame_images_DB/Li_Zhaoxing/3/3.39.jpg,Li_Zhaoxing,179,107,48,48,/dataset/YouTubeFaces/frame_images_DB/Luis_Ernesto_Derbez_Bautista/5/5.3523.jpg,Luis_Ernesto_Derbez_Bautista,0,M,M,#BEA07E,#373028,0
221,164,152,152,/dataset/YouTubeFaces/frame_images_DB/Ahmed_Ahmed/0/0.857.jpg,Ahmed_Ahmed,250,100,94,94,/dataset/YouTubeFaces/frame_images_DB/Tom_Ridge/3/3.125.jpg,Tom_Ridge,0,M,M,#6F503C,#81654F,0
194,113,94,94,/dataset/YouTubeFaces/frame_images_DB/Chris_Moore/5/5.713.jpg,Chris_Moore,282,213,167,167,/dataset/YouTubeFaces/frame_images_DB/Harald_Ringstorff/5/5.203.jpg,Harald_Ringstorff,0,M,M,#6F503C,#9D7A54,0
226,78,104,104,/dataset/YouTubeFaces/frame_images_DB/Mark_Kelly/0/0.2021.jpg,Mark_Kelly,300,134,82,82,/dataset/YouTubeFaces/frame_images_DB/Robert_Nardelli/4/4.146.jpg,Robert_Nardelli,0,M,M,#9D7A54,#E7C1B8,0
149,66,75,75,/dataset/YouTubeFaces/frame_images_DB/Nestor_Kirchner/4/4.4952.jpg,Nestor_Kirchner,170,85,86,86,/dataset/YouTubeFaces/frame_images_DB/Wesley_Clark/2/2.708.jpg,Wesley_Clark,0,M,M,#9D7A54,#6F503C,0
207,97,127,127,/dataset/YouTubeFaces/frame_images_DB/Alberto_Fujimori/0/0.2224.jpg,Alberto_Fujimori,182,93,105,105,/dataset/YouTubeFaces/frame_images_DB/Evander_Holyfield/0/0.1575.jpg,Evander_Holyfield,0,M,M,#81654F,#81654F,0
121,62,67,67,/dataset/YouTubeFaces/frame_images_DB/Angelo_Reyes/5/5.212.jpg,Angelo_Reyes,125,110,93,93,/dataset/YouTubeFaces/frame_images_DB/Tim_Salmon/0/0.6175.jpg,Tim_Salmon,0,M,M,#6F503C,#E7C1B8,0
162,77,75,75,/dataset/YouTubeFaces/frame_images_DB/James_McPherson/2/2.1664.jpg,James_McPherson,175,130,206,206,/dataset/YouTubeFaces/frame_images_DB/Sananda_Maitreya/1/1.704.jpg,Sananda_Maitreya,0,M,M,#9D7A54,#9D7A54,0
157,107,96,96,/dataset/YouTubeFaces/frame_images_DB/Alex_Cabrera/1/1.739.jpg,Alex_Cabrera,254,126,72,72,/dataset/YouTubeFaces/frame_images_DB/Randall_Terry/0/0.530.jpg,Randall_Terry,0,M,M,#9D7A54,#9D7A54,0
123,86,74,74,/dataset/YouTubeFaces/frame_images_DB/Carlos_Alberto_Parreira/4/4.572.jpg,Carlos_Alberto_Parreira,172,83,78,78,/dataset/YouTubeFaces/frame_images_DB/Kweisi_Mfume/1/1.231.jpg,Kweisi_Mfume,0,M,M,#9D7A54,#6F503C,0
286,118,98,98,/dataset/YouTubeFaces/frame_images_DB/Barry_Williams/3/3.378.jpg,Barry_Williams,237,136,172,172,/dataset/YouTubeFaces/frame_images_DB/Francis_Collins/4/4.326.jpg,Francis_Collins,0,M,M,#81654F,#9D7A54,0
135,87,62,62,/dataset/YouTubeFaces/frame_images_DB/Gary_Williams/3/3.541.jpg,Gary_Williams,297,198,193,193,/dataset/YouTubeFaces/frame_images_DB/Itzhak_Perlman/1/1.266.jpg,Itzhak_Perlman,0,M,M,#6F503C,#9D7A54,0
160,75,72,72,/dataset/YouTubeFaces/frame_images_DB/Dan_Ackroyd/2/2.412.jpg,Dan_Ackroyd,148,77,65,65,/dataset/YouTubeFaces/frame_images_DB/Rand_Beers/5/5.2143.jpg,Rand_Beers,0,M,M,#BEA07E,#81654F,0
326,168,165,165,/dataset/YouTubeFaces/frame_images_DB/Paul_Bremer/3/3.980.jpg,Paul_Bremer,258,96,70,70,/dataset/YouTubeFaces/frame_images_DB/Prince_Felipe/3/3.841.jpg,Prince_Felipe,0,M,M,#81654F,#9D7A54,0
243,125,117,117,/dataset/YouTubeFaces/frame_images_DB/Colin_Powell/5/5.1068.jpg,Colin_Powell,150,153,93,93,/dataset/YouTubeFaces/frame_images_DB/Ian_McKellen/0/0.369.jpg,Ian_McKellen,0,M,M,#6F503C,#6F503C,0
201,112,146,146,/dataset/YouTubeFaces/frame_images_DB/Fernando_Sanz/5/5.38.jpg,Fernando_Sanz,191,106,96,96,/dataset/YouTubeFaces/frame_images_DB/Richard_Lugar/2/2.703.jpg,Richard_Lugar,0,M,M,#6F503C,#9D7A54,0
277,97,84,84,/dataset/YouTubeFaces/frame_images_DB/James_Meeks/1/1.1080.jpg,James_Meeks,143,106,109,109,/dataset/YouTubeFaces/frame_images_DB/Lubomir_Zaoralek/5/5.966.jpg,Lubomir_Zaoralek,0,M,M,#81654F,#9D7A54,0
231,75,70,70,/dataset/YouTubeFaces/frame_images_DB/Saddam_Hussein/1/1.201.jpg,Saddam_Hussein,186,83,140,140,/dataset/YouTubeFaces/frame_images_DB/Tocker_Pudwill/2/2.1758.jpg,Tocker_Pudwill,0,M,M,#81654F,#81654F,0
166,81,100,100,/dataset/YouTubeFaces/frame_images_DB/Andrew_Bernard/3/3.234.jpg,Andrew_Bernard,142,99,88,88,/dataset/YouTubeFaces/frame_images_DB/Mahathir_Mohamad/2/2.1475.jpg,Mahathir_Mohamad,0,M,M,#81654F,#9D7A54,0
220,100,104,104,/dataset/YouTubeFaces/frame_images_DB/Paul_Kagame/3/3.1798.jpg,Paul_Kagame,153,120,142,142,/dataset/YouTubeFaces/frame_images_DB/Robbie_Coltrane/2/2.3347.jpg,Robbie_Coltrane,0,M,M,#6F503C,#6F503C,0
176,46,57,57,/dataset/YouTubeFaces/frame_images_DB/George_Lopez/3/3.2392.jpg,George_Lopez,235,80,70,70,/dataset/YouTubeFaces/frame_images_DB/JC_Chasez/4/4.1793.jpg,JC_Chasez,0,M,M,#6F503C,#6F503C,0
164,85,61,61,/dataset/YouTubeFaces/frame_images_DB/Adrian_Fernandez/1/1.546.jpg,Adrian_Fernandez,174,93,99,99,/dataset/YouTubeFaces/frame_images_DB/Bill_Bradley/1/1.2332.jpg,Bill_Bradley,0,M,M,#81654F,#9D7A54,0
175,115,120,120,/dataset/YouTubeFaces/frame_images_DB/Felipe_De_Borbon/2/2.808.jpg,Felipe_De_Borbon,281,152,98,98,/dataset/YouTubeFaces/frame_images_DB/Laurent_Woulzy/2/2.1924.jpg,Laurent_Woulzy,0,M,M,#9D7A54,#513B2E,0
179,96,105,105,/dataset/YouTubeFaces/frame_images_DB/Li_Ka-shing/0/0.1435.jpg,Li_Ka-shing,250,127,92,92,/dataset/YouTubeFaces/frame_images_DB/Peter_Gilmour/2/2.1764.jpg,Peter_Gilmour,0,M,M,#81654F,#E7C1B8,0
161,73,80,80,/dataset/YouTubeFaces/frame_images_DB/Richard_Shelby/3/3.1351.jpg,Richard_Shelby,294,188,161,161,/dataset/YouTubeFaces/frame_images_DB/Ridley_Scott/3/3.2019.jpg,Ridley_Scott,0,M,M,#9D7A54,#9D7A54,0
122,117,83,83,/dataset/YouTubeFaces/frame_images_DB/James_Coburn/1/1.452.jpg,James_Coburn,117,52,57,57,/dataset/YouTubeFaces/frame_images_DB/Manuel_Rosendo/5/5.345.jpg,Manuel_Rosendo,0,M,M,#6F503C,#6F503C,0
223,101,90,90,/dataset/YouTubeFaces/frame_images_DB/Carlos_Bianchi/4/4.2292.jpg,Carlos_Bianchi,209,106,83,83,/dataset/YouTubeFaces/frame_images_DB/Manuel_Poggiali/1/1.1191.jpg,Manuel_Poggiali,0,M,M,#9D7A54,#BEA07E,0
